Word,Pronunciation,Alignment
alvis,AA L V IH S,"[('a', 'AA'), ('l', 'L'), ('v', 'V'), ('i', 'IH'), ('s', 'S')]"
alvita,AA L V IY T AH,"[('a', 'AA'), ('l', 'L'), ('v', 'V'), ('i', 'IY'), ('t', 'T'), ('a', 'AH')]"
alvite,AE L V AY T,"[('a', 'AE'), ('l', 'L'), ('v', 'V'), ('i', 'AY'), ('t', 'T'), ('e', '#')]"
alvord,AE L V AO R D,"[('a', 'AE'), ('l', 'L'), ('v', 'V'), ('o', 'AO'), ('r', 'R'), ('d', 'D')]"
alwaleed,AE L W AH L IY D,"[('a', 'AE'), ('l', 'L'), ('w', 'W'), ('a', 'AH'), ('l', 'L'), ('e', '#'), ('e', 'IY'), ('d', 'D')]"
alward,AE L W ER D,"[('a', 'AE'), ('l', 'L'), ('w', 'W'), ('a', '#'), ('r', 'ER'), ('d', 'D')]"
always,AO L W EY Z,"[('a', 'AO'), ('l', 'L'), ('w', 'W'), ('a', 'EY'), ('y', '#'), ('s', 'Z')]"
alwin,AE L W IH N,"[('a', 'AE'), ('l', 'L'), ('w', 'W'), ('i', 'IH'), ('n', 'N')]"
alwine,AE L W AY N,"[('a', 'AE'), ('l', 'L'), ('w', 'W'), ('i', 'AY'), ('n', 'N'), ('e', '#')]"
alwood,AE L W UH D,"[('a', 'AE'), ('l', 'L'), ('w', 'W'), ('o', '#'), ('o', 'UH'), ('d', 'D')]"
alwyn,AE L W IH N,"[('a', 'AE'), ('l', 'L'), ('w', 'W'), ('y', 'IH'), ('n', 'N')]"
alyce,AE L IH S,"[('a', 'AE'), ('l', 'L'), ('y', '#'), ('c', '#'), ('e', 'IH'), ('$', 'S')]"
alyea,AE L IY AH,"[('a', 'AE'), ('l', 'L'), ('y', '#'), ('e', 'IY'), ('a', 'AH')]"
alyeska,AE L IY EH S K AH,"[('a', 'AE'), ('l', 'L'), ('y', 'IY'), ('e', 'EH'), ('s', 'S'), ('k', 'K'), ('a', 'AH')]"
alys,AE L IY Z,"[('a', 'AE'), ('l', 'L'), ('y', 'IY'), ('s', 'Z')]"
alysheba,AE L IH SH IY B AH,"[('a', 'AE'), ('l', 'L'), ('y', 'IH'), ('s', 'SH'), ('h', '#'), ('e', 'IY'), ('b', 'B'), ('a', 'AH')]"
alysia,AH L IH S IY AH,"[('a', 'AH'), ('l', 'L'), ('y', 'IH'), ('s', 'S'), ('i', 'IY'), ('a', 'AH')]"
alyssa,AH L IH S AH,"[('a', 'AH'), ('l', 'L'), ('y', 'IH'), ('s', '#'), ('s', 'S'), ('a', 'AH')]"
alza,AE L Z AH,"[('a', 'AE'), ('l', 'L'), ('z', 'Z'), ('a', 'AH')]"
alzado,AA L Z AE D OW,"[('a', 'AA'), ('l', 'L'), ('z', 'Z'), ('a', 'AE'), ('d', 'D'), ('o', 'OW')]"
alzena,AA L Z EH N AH,"[('a', 'AA'), ('l', 'L'), ('z', 'Z'), ('e', 'EH'), ('n', 'N'), ('a', 'AH')]"
alzene,AA L Z IY N,"[('a', 'AA'), ('l', 'L'), ('z', 'Z'), ('e', 'IY'), ('n', 'N'), ('e', '#')]"
alzheimer,AE L Z HH AY M ER,"[('a', 'AE'), ('l', 'L'), ('z', 'Z'), ('h', 'HH'), ('e', '#'), ('i', 'AY'), ('m', 'M'), ('e', 'ER'), ('r', '#')]"
alzona,AE L Z OW N AH,"[('a', 'AE'), ('l', 'L'), ('z', 'Z'), ('o', 'OW'), ('n', 'N'), ('a', 'AH')]"
amabel,AE M AH B EH L,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('b', 'B'), ('e', 'EH'), ('l', 'L')]"
amabelle,AE M AH B AH L,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('b', 'B'), ('e', 'AH'), ('l', '#'), ('l', 'L'), ('e', '#')]"
amabile,AA M AA B AH L,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('b', 'B'), ('i', 'AH'), ('l', 'L'), ('e', '#')]"
amacher,AE M AH K ER,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('c', 'K'), ('h', '#'), ('e', 'ER'), ('r', '#')]"
amacker,AE M AH K ER,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('c', 'K'), ('k', '#'), ('e', 'ER'), ('r', '#')]"
amadea,AA M AA D IY AH,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('d', 'D'), ('e', 'IY'), ('a', 'AH')]"
amadeo,AA M AA D IY OW,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('d', 'D'), ('e', 'IY'), ('o', 'OW')]"
amadeus,AE M AH D EY AH S,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('d', 'D'), ('e', 'EY'), ('u', 'AH'), ('s', 'S')]"
amado,AA M AA D OW,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('d', 'D'), ('o', 'OW')]"
amadon,AA M AA D AO N,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('d', 'D'), ('o', 'AO'), ('n', 'N')]"
amador,AE M AH D AO R,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('d', 'D'), ('o', 'AO'), ('r', 'R')]"
amadou,AE M AH D UW,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('d', 'D'), ('o', '#'), ('u', 'UW')]"
amagansett,AH M AE G AH N S EH T,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('g', 'G'), ('a', 'AH'), ('n', 'N'), ('s', 'S'), ('e', 'EH'), ('t', '#'), ('t', 'T')]"
amaker,AE M EY K ER,"[('a', 'AE'), ('m', 'M'), ('a', 'EY'), ('k', 'K'), ('e', 'ER'), ('r', '#')]"
amakudari,AE M AH K Y UW D AA R IY,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('k', 'K'), ('$', 'Y'), ('u', 'UW'), ('d', 'D'), ('a', 'AA'), ('r', 'R'), ('i', 'IY')]"
amal,AH M AA L,"[('a', 'AH'), ('m', 'M'), ('a', 'AA'), ('l', 'L')]"
amalea,AE M AH L IY AH,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('l', 'L'), ('e', 'IY'), ('a', 'AH')]"
amalfitano,AA M AA L F IY T AA N OW,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('l', 'L'), ('f', 'F'), ('i', 'IY'), ('t', 'T'), ('a', 'AA'), ('n', 'N'), ('o', 'OW')]"
amalgam,AH M AE L G AH M,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('l', 'L'), ('g', 'G'), ('a', 'AH'), ('m', 'M')]"
amalgamate,AH M AE L G AH M EY T,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('l', 'L'), ('g', 'G'), ('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
amalgamated,AH M AE L G AH M EY T IH D,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('l', 'L'), ('g', 'G'), ('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
amalgamates,AH M AE L G AH M EY T S,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('l', 'L'), ('g', 'G'), ('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('t', 'T'), ('e', '#'), ('s', 'S')]"
amalgamating,AH M AE L G AH M EY T IH NG,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('l', 'L'), ('g', 'G'), ('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
amalgamation,AH M AE L G AH M EY SH AH N,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('l', 'L'), ('g', 'G'), ('a', 'AH'), ('m', 'M'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
amalia,AH M AA L Y AH,"[('a', 'AH'), ('m', 'M'), ('a', 'AA'), ('l', 'L'), ('i', 'Y'), ('a', 'AH')]"
amalie,AE M AH L IY,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('l', 'L'), ('i', '#'), ('e', 'IY')]"
amalya,AH M AA L Y AH,"[('a', 'AH'), ('m', 'M'), ('a', 'AA'), ('l', 'L'), ('y', 'Y'), ('a', 'AH')]"
aman,AA M AH N,"[('a', 'AA'), ('m', 'M'), ('a', 'AH'), ('n', 'N')]"
amana,AH M AE N AH,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('n', 'N'), ('a', 'AH')]"
amanda,AH M AE N D AH,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('n', 'N'), ('d', 'D'), ('a', 'AH')]"
amandas,AH M AE N D AH Z,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('n', 'N'), ('d', 'D'), ('a', 'AH'), ('s', 'Z')]"
amandime,AE M AH N D AY M,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('n', 'N'), ('d', 'D'), ('i', 'AY'), ('m', 'M'), ('e', '#')]"
amann,AE M AH N,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('n', '#'), ('n', 'N')]"
amano,AH M AA N OW,"[('a', 'AH'), ('m', 'M'), ('a', 'AA'), ('n', 'N'), ('o', 'OW')]"
amanpour,AA M AA N P UH R,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('n', 'N'), ('p', 'P'), ('o', '#'), ('u', 'UH'), ('r', 'R')]"
amante,AA M AA N T IY,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('n', 'N'), ('t', 'T'), ('e', 'IY')]"
amar,AH M AA R,"[('a', 'AH'), ('m', 'M'), ('a', 'AA'), ('r', 'R')]"
amara,AA M AA R AH,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('r', 'R'), ('a', 'AH')]"
amaral,AA M AA R AE L,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('r', 'R'), ('a', 'AE'), ('l', 'L')]"
amarante,AA M AA R AA N T IY,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('r', 'R'), ('a', 'AA'), ('n', 'N'), ('t', 'T'), ('e', 'IY')]"
amaranth,AE M ER AE N TH,"[('a', 'AE'), ('m', 'M'), ('a', '#'), ('r', 'ER'), ('a', 'AE'), ('n', 'N'), ('t', 'TH'), ('h', '#')]"
amaretto,AE M AH R EH T OW,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('r', 'R'), ('e', 'EH'), ('t', '#'), ('t', 'T'), ('o', 'OW')]"
amargosa,AH M AA R G OW S AH,"[('a', 'AH'), ('m', 'M'), ('a', 'AA'), ('r', 'R'), ('g', 'G'), ('o', 'OW'), ('s', 'S'), ('a', 'AH')]"
amari,AA M AA R IY,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('r', 'R'), ('i', 'IY')]"
amarilla,AE M ER IH L AH,"[('a', 'AE'), ('m', 'M'), ('a', '#'), ('r', 'ER'), ('i', 'IH'), ('l', '#'), ('l', 'L'), ('a', 'AH')]"
amarillo,AE M ER IH L OW,"[('a', 'AE'), ('m', 'M'), ('a', '#'), ('r', 'ER'), ('i', 'IH'), ('l', '#'), ('l', 'L'), ('o', 'OW')]"
amarin,AE M ER IH N,"[('a', 'AE'), ('m', 'M'), ('a', '#'), ('r', 'ER'), ('i', 'IH'), ('n', 'N')]"
amaris,AE M ER IH S,"[('a', 'AE'), ('m', 'M'), ('a', '#'), ('r', 'ER'), ('i', 'IH'), ('s', 'S')]"
amaro,AA M AA R OW,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('r', 'R'), ('o', 'OW')]"
amaryllis,AE M ER IH L AH S,"[('a', 'AE'), ('m', 'M'), ('a', '#'), ('r', 'ER'), ('y', 'IH'), ('l', '#'), ('l', 'L'), ('i', 'AH'), ('s', 'S')]"
amasa,AE M AH S AH,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('s', 'S'), ('a', 'AH')]"
amason,AE M AH S AH N,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('s', 'S'), ('o', 'AH'), ('n', 'N')]"
amass,AH M AE S,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('s', '#'), ('s', 'S')]"
amassed,AH M AE S T,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('s', '#'), ('s', 'S'), ('e', 'T'), ('d', '#')]"
amasses,AH M AE S IH Z,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('s', '#'), ('s', 'S'), ('e', 'IH'), ('s', 'Z')]"
amassing,AH M AE S IH NG,"[('a', 'AH'), ('m', 'M'), ('a', 'AE'), ('s', '#'), ('s', 'S'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
amateur,AE M AH T ER,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('t', 'T'), ('e', 'ER'), ('u', '#'), ('r', '#')]"
amateurish,AE M AH CH ER IH SH,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('t', 'CH'), ('e', 'ER'), ('u', '#'), ('r', '#'), ('i', 'IH'), ('s', 'SH'), ('h', '#')]"
amateurism,AE M AH CH ER IH Z AH M,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('t', 'CH'), ('e', 'ER'), ('u', '#'), ('r', '#'), ('i', 'IH'), ('s', 'Z'), ('$', 'AH'), ('m', 'M')]"
amati,AH M AA T IY,"[('a', 'AH'), ('m', 'M'), ('a', 'AA'), ('t', 'T'), ('i', 'IY')]"
amatil,AE M AH T IH L,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('t', 'T'), ('i', 'IH'), ('l', 'L')]"
amato,AA M AA T OW,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('t', 'T'), ('o', 'OW')]"
amauligak,AH M AW L IH G AE K,"[('a', 'AH'), ('m', 'M'), ('a', '#'), ('u', 'AW'), ('l', 'L'), ('i', 'IH'), ('g', 'G'), ('a', 'AE'), ('k', 'K')]"
amax,EY M AE K S,"[('a', 'EY'), ('m', 'M'), ('a', 'AE'), ('$', 'K'), ('x', 'S')]"
amaya,AA M AA Y AH,"[('a', 'AA'), ('m', 'M'), ('a', 'AA'), ('y', 'Y'), ('a', 'AH')]"
amaze,AH M EY Z,"[('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('z', 'Z'), ('e', '#')]"
amazed,AH M EY Z D,"[('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('z', 'Z'), ('e', '#'), ('d', 'D')]"
amazement,AH M EY Z M AH N T,"[('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('z', 'Z'), ('e', '#'), ('m', 'M'), ('e', 'AH'), ('n', 'N'), ('t', 'T')]"
amazes,AH M EY Z IH Z,"[('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('z', 'Z'), ('e', 'IH'), ('s', 'Z')]"
amazing,AH M EY Z IH NG,"[('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('z', 'Z'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
amazingly,AH M EY Z IH NG L IY,"[('a', 'AH'), ('m', 'M'), ('a', 'EY'), ('z', 'Z'), ('i', 'IH'), ('n', 'NG'), ('g', '#'), ('l', 'L'), ('y', 'IY')]"
amazon,AE M AH Z AA N,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('z', 'Z'), ('o', 'AA'), ('n', 'N')]"
amazonia,AE M AH Z OW N IY AH,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('z', 'Z'), ('o', 'OW'), ('n', 'N'), ('i', 'IY'), ('a', 'AH')]"
amazonian,AE M AH Z OW N IY AH N,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('z', 'Z'), ('o', 'OW'), ('n', 'N'), ('i', 'IY'), ('a', 'AH'), ('n', 'N')]"
amazonians,AE M AH Z OW N IY AH N Z,"[('a', 'AE'), ('m', 'M'), ('a', 'AH'), ('z', 'Z'), ('o', 'OW'), ('n', 'N'), ('i', 'IY'), ('a', 'AH'), ('n', 'N'), ('s', 'Z')]"
ambac,AE M B AE K,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('a', 'AE'), ('c', 'K')]"
ambase,AE M B EY S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('a', 'EY'), ('s', 'S'), ('e', '#')]"
ambassador,AE M B AE S AH D ER,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('a', 'AE'), ('s', '#'), ('s', 'S'), ('a', 'AH'), ('d', 'D'), ('o', '#'), ('r', 'ER')]"
ambassadorial,AE M B AE S AH D AO R IY AH L,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('a', 'AE'), ('s', '#'), ('s', 'S'), ('a', 'AH'), ('d', 'D'), ('o', 'AO'), ('r', 'R'), ('i', 'IY'), ('a', 'AH'), ('l', 'L')]"
ambassadorship,AE M B AE S AH D ER SH IH P,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('a', 'AE'), ('s', '#'), ('s', 'S'), ('a', 'AH'), ('d', 'D'), ('o', '#'), ('r', 'ER'), ('s', 'SH'), ('h', '#'), ('i', 'IH'), ('p', 'P')]"
ambassadress,AE M B AE S AH D R AH S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('a', 'AE'), ('s', '#'), ('s', 'S'), ('a', 'AH'), ('d', 'D'), ('r', 'R'), ('e', 'AH'), ('s', '#'), ('s', 'S')]"
amber,AE M B ER,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('e', 'ER'), ('r', '#')]"
amberg,AE M B ER G,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('e', 'ER'), ('r', '#'), ('g', 'G')]"
amberger,AE M B ER G ER,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('e', 'ER'), ('r', '#'), ('g', 'G'), ('e', 'ER'), ('r', '#')]"
ambergris,AE M B ER G R IH S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('e', 'ER'), ('r', '#'), ('g', 'G'), ('r', 'R'), ('i', 'IH'), ('s', 'S')]"
amberson,AE M B ER S AH N,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('e', 'ER'), ('r', '#'), ('s', 'S'), ('o', 'AH'), ('n', 'N')]"
ambery,AE M B ER IY,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('e', 'ER'), ('r', '#'), ('y', 'IY')]"
ambiance,AE M B IY AH N S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IY'), ('a', 'AH'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
ambidextrous,AE M B AH D EH K S T R AH S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'AH'), ('d', 'D'), ('e', 'EH'), ('$', 'K'), ('x', 'S'), ('t', 'T'), ('r', 'R'), ('o', 'AH'), ('u', '#'), ('s', 'S')]"
ambien,AE M B IY EH N,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IY'), ('e', 'EH'), ('n', 'N')]"
ambience,AE M B IY AH N S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IY'), ('e', 'AH'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
ambient,AE M B IY AH N T,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IY'), ('e', 'AH'), ('n', 'N'), ('t', 'T')]"
ambiguities,AE M B AH G Y UW AH T IY Z,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'AH'), ('g', 'G'), ('$', 'Y'), ('u', 'UW'), ('i', 'AH'), ('t', 'T'), ('i', '#'), ('e', 'IY'), ('s', 'Z')]"
ambiguity,AE M B IH G Y UW AH T IY,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IH'), ('g', 'G'), ('$', 'Y'), ('u', 'UW'), ('i', 'AH'), ('t', 'T'), ('y', 'IY')]"
ambiguous,AE M B IH G Y UW AH S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IH'), ('g', 'G'), ('$', 'Y'), ('u', 'UW'), ('o', 'AH'), ('u', '#'), ('s', 'S')]"
ambisone,AE M B AH S OW N,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'AH'), ('s', 'S'), ('o', 'OW'), ('n', 'N'), ('e', '#')]"
ambition,AE M B IH SH AH N,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IH'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
ambitious,AE M B IH SH AH S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IH'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('u', '#'), ('s', 'S')]"
ambitiously,AE M B IH SH AH S L IY,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IH'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('u', '#'), ('s', 'S'), ('l', 'L'), ('y', 'IY')]"
ambivalence,AE M B IH V AH L AH N S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IH'), ('v', 'V'), ('a', 'AH'), ('l', 'L'), ('e', 'AH'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
ambivalent,AE M B IH V AH L AH N T,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('i', 'IH'), ('v', 'V'), ('a', 'AH'), ('l', 'L'), ('e', 'AH'), ('n', 'N'), ('t', 'T')]"
amble,AE M B AH L,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
ambled,AE M B AH L D,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#'), ('d', 'D')]"
ambler,AE M B L ER,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('l', 'L'), ('e', 'ER'), ('r', '#')]"
amblin,AE M B L IH N,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('l', 'L'), ('i', 'IH'), ('n', 'N')]"
ambling,AE M B AH L IH NG,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
amborn,AH M B AO R N,"[('a', 'AH'), ('m', 'M'), ('b', 'B'), ('o', 'AO'), ('r', 'R'), ('n', 'N')]"
amboy,AE M B OY,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('o', 'OY'), ('y', '#')]"
ambra,AE M B R AH,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('a', 'AH')]"
ambriano,AE M B R IY AA N OW,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('i', 'IY'), ('a', 'AA'), ('n', 'N'), ('o', 'OW')]"
ambrit,AE M B R IH T,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('i', 'IH'), ('t', 'T')]"
ambriz,AE M B R IH Z,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('i', 'IH'), ('z', 'Z')]"
ambrogio,AE M B R OW JH IY OW,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('g', 'JH'), ('i', 'IY'), ('o', 'OW')]"
ambrose,AE M B R OW Z,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'Z'), ('e', '#')]"
ambrosia,AE M B R OW ZH AH,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'ZH'), ('i', '#'), ('a', 'AH')]"
ambrosial,AE M B R OW ZH AH L,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'ZH'), ('i', '#'), ('a', 'AH'), ('l', 'L')]"
ambrosian,AE M B R OW Z AH N,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'Z'), ('i', '#'), ('a', 'AH'), ('n', 'N')]"
ambrosiano,AE M B R OW S IY AA N OW,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'S'), ('i', 'IY'), ('a', 'AA'), ('n', 'N'), ('o', 'OW')]"
ambrosine,AA M B R OW S IY N IY,"[('a', 'AA'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'S'), ('i', 'IY'), ('n', 'N'), ('e', 'IY')]"
ambrosini,AA M B R OW S IY N IY,"[('a', 'AA'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'S'), ('i', 'IY'), ('n', 'N'), ('i', 'IY')]"
ambrosino,AA M B R OW S IY N OW,"[('a', 'AA'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'S'), ('i', 'IY'), ('n', 'N'), ('o', 'OW')]"
ambrosio,AE M B R OW S IY OW,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'OW'), ('s', 'S'), ('i', 'IY'), ('o', 'OW')]"
ambrosius,AE M B R AH S IY IH S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('r', 'R'), ('o', 'AH'), ('s', 'S'), ('$', 'IY'), ('i', 'IH'), ('u', '#'), ('s', 'S')]"
ambs,AE M Z,"[('a', 'AE'), ('m', 'M'), ('b', '#'), ('s', 'Z')]"
ambuehl,AE M B UH L,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('u', 'UH'), ('e', '#'), ('h', '#'), ('l', 'L')]"
ambulance,AE M B Y AH L AH N S,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('$', 'Y'), ('u', 'AH'), ('l', 'L'), ('a', 'AH'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
ambulate,AE M B Y AH L EY T,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('$', 'Y'), ('u', 'AH'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
ambulator,AE M B Y AH L EY T ER,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('$', 'Y'), ('u', 'AH'), ('l', 'L'), ('a', 'EY'), ('t', 'T'), ('o', '#'), ('r', 'ER')]"
ambulatory,AE M B Y AH L AH T AO R IY,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('$', 'Y'), ('u', 'AH'), ('l', 'L'), ('a', 'AH'), ('t', 'T'), ('o', 'AO'), ('r', 'R'), ('y', 'IY')]"
amburgey,AE M B ER G IY,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('u', '#'), ('r', 'ER'), ('g', 'G'), ('e', 'IY'), ('y', '#')]"
amburn,AH M B ER N,"[('a', 'AH'), ('m', 'M'), ('b', 'B'), ('u', '#'), ('r', 'ER'), ('n', 'N')]"
ambush,AE M B UH SH,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('u', 'UH'), ('s', 'SH'), ('h', '#')]"
ambushed,AE M B UH SH T,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('u', 'UH'), ('s', 'SH'), ('h', '#'), ('e', 'T'), ('d', '#')]"
ambushing,AE M B UH SH IH NG,"[('a', 'AE'), ('m', 'M'), ('b', 'B'), ('u', 'UH'), ('s', 'SH'), ('h', '#'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
amca,AE M K AH,"[('a', 'AE'), ('m', 'M'), ('c', 'K'), ('a', 'AH')]"
amcast,AE M K AE S T,"[('a', 'AE'), ('m', 'M'), ('c', 'K'), ('a', 'AE'), ('s', 'S'), ('t', 'T')]"
